AccountID,CompanyName,CompanyRevenue,EmployeeHeadCount,CompanyIndustry,CompanySpecialties,CompanyType,Country,City,Timezone
2340,Carhartt,900,5000,Apparel & Fashion,"Made in the USA, Rainwear, Workwear, Twill, Quick Duck, Rugged, High-Visibility, Flame-Resistant, Mens, Womens, Kids, Accessories, Boots, Company Gear",Privately Held,United States,Dearborn,EST
2350,Carilion Clinic,5200,13000,Hospitals and Health Care,"patient-centered care, medical education, research, wellness, cancer care, dermatology, endocrinology, gastroenterology, pediatrics, cardiac and vascular care, children's hospital, women's services, home care and hospice, rehabilitation, neurology, pulmonary, orthopedics",Nonprofit,United States,Roanoke,EST
2360,Catholic Charities of the Archdiocese of Chicago,300,2500,Individual and Family Services,"Affordable Housing, Senior Services, Affordable Child Care, Nutrition Services, Family Counseling, Immigration and Naturalization, Veterans Services",Nonprofit,United States,Chicago,EST
2370,CenterPoint Energy,7600,7800,Utilities,"Energy delivery, Natural Gas Distribution, Electric Transmission & Distribution, Home Services, Safety, Integrity, Accountability, Initiative, Respect, Electric Grid Reliability, Electric Grid Resiliency , Net Zero by 2035, Enabling growth for our customers and the communities we share.",Public Company,United States,Houston,EST
2380,Ceridian,900,4200,Computer Software,"Onboarding, Payroll, Performance Management, Time & Attendance, Benefits, Document Management, Workforce Management, Dashboards, Recruiting, Learning, Succession Planning, On-Demand Pay",Public Company,United States,Minneapolis,EST
2390,CertainTeed,3000,6000,Wholesale Building Materials,"Manufacturer, Building Materials, Roofing, Siding, Insulation, Drywall, Ceilings",Privately Held,United States,Malvern,EST
2400,Chargebee,124,1110,Financial Services,"Recurring Billing, Subscription Management, Payment Gateway Integration, Invoicing, Automated transactional emails, Taxes, Accounting, Revenue Recognition, SaaS Metrics, Pricing Iteration",Privately Held,United States,San Francisco,EST
2410,"Chart Industries, Inc.",1400,4600,Industrial Machinery Manufacturing,"Cryogenic Storage Systems, Engineering / Manufacturing, Liquefied Natural Gas Storage, Heat Exchangers, Industrial Gas Storage, Hydrogen Energy, Water & Wastewater Treatment, Laser Cutting, Aerospace Systems, Beverage Carbonation, Nitro Beverage Dosing",Public Company,United States,Ball Ground,EST
2420,Checkers & Rally’s Drive-In Restaurants,850,5800,Restaurants,"Fries, Burgers, Fast Food, QSR",Privately Held,United States,Tampa,EST
2430,"Cheney Brothers, Inc.",2500,3500,Food and Beverage Services,"Food & Beverage Service & Distribution, Hospitality, Foodservice",Privately Held,United States,Riviera Beach,EST
2440,Chesapeake Energy,9800,2200,Oil & Energy,"Oil, Natural Gas Liquids, Natural Gas, Exploration, Drilling, Shale, Oil",Public Company,United States,Oklahoma City,EST
2450,Chevron Phillips Chemical Company,13000,5000,Chemical Manufacturing,Chemical commodities,Privately Held,United States,Spring,EST
2460,Chobani,1700,2300,Food and Beverage Services,,Privately Held,United States,New Berlin,EST
2470,Cigniti Technologies,300,2200,Information Technology & Services,"Software Testing, Quality Assurance, Quality Engineering, Advisory & Transformation, Security Testing, DevOps QA, Test Automation, Digital Transformation services, ERP Testing, Application Testing, RPA, Digital Assurance, Digital Engineering, 5G Assurance, Cloud Migration Assurance, Performance Engineering, Static Application Security Testing, Blockchain, Analytics, Machine learning",Public Company,United States,Irving,EST
2480,Coca-Cola Beverages Florida,1200,4500,Food and Beverage Services,Beverages,Public Company,United States,Tampa,EST
2490,Coca-Cola Southwest Beverages,3300,8000,Food and Beverage Services,,Public Company,United States,Dallas,EST
2500,Comcast Business,14000,91000,Telecommunications,"Business Phone, Broadband Internet, Ethernet Data Service, Business TV",Public Company,United States,Philadelphia,EST
2510,Commercial Bank,3400,4500,Banking,"Personal Banking, Private Banking, Wholesale Banking",Public Company,Qatar,Doha,Asia/Qatar
2520,Commercial Metals Company,5800,8600,Construction,"Metals, Recycling, Fabrication, Distribution",Public Company,United States,Irving,EST
2530,Compass Group USA,19000,240000,Food & Beverages,"foodservice management, food, support services, business & industry, hospitality, sports & entertainment, healthcare, education, catering",Public Company,United States,Charlotte,EST
2540,Consumers Energy,6100,8500,Utilities,"Electric, Natural Gas, Energy/Utilities, Safety, Reliability",Public Company,United States,Jackson,EST
2550,Contech Engineered Solutions,900,2200,Construction,"Bridges and Structures, Rehabilitation and Reline, Stormwater Management, Pipe, Erosion control, Retaining Walls",Privately Held,United States,West Chester,EST
2560,Continuum Global Solutions,400,6500,Outsourcing and Offshoring Consulting,"telecom, call center, contact center, voice, ivr",Privately Held,United States,Dallas,EST
2570,ContourGlobal,2200,2200,Renewable Energy Semiconductor Manufacturing,"Energy, Development, Construction, Operation",Privately Held,United States,New York,EST
2580,Corsair,1460,1800,Computer Hardware,"Gaming Systems, Consumer Electronics, Gaming Peripherals, Computer Hardware, PC Peripherals",Public Company,United States,Milpitas,EST
2590,Covetrus,4000,5600,Non-profit Organization Management,,Privately Held,United States,Portland,EST
2600,Crescent Electric Supply Company,1500,2200,Wholesale,"Electrical Construction Materials, Residential, Commercial and Industrial, Energy, DataComm, Project Quotations and Management, Power Distribution Equipment, LED Lighting",Privately Held,United States,East Dubuque,EST
2610,Crocs,2100,3800,Consumer Goods,,Public Company,United States,Broomfield,EST
2620,Crop Production Services,3200,10000,Retail,"Crop Protection Products, Adjuvants and surfactants, Fertilizer and Plant Nutritional Products, Dyna-Gro Seed",Public Company,United States,Loveland,EST
2630,Crown Equipment Corporation,3200,15000,Truck Transportation,"Forklifts, Lift Trucks, Material Handling, Supply Chain, Logistics, Manufacturing, Warehousing, Fleet Management",Privately Held,United States,New Bremen,EST
2640,"Crown Holdings, Inc.",11000,33000,Packaging and Containers Manufacturing,"Metal Packaging, Beverage Cans, Food Cans, Speciality Cans, Aerosol Cans, Metal Closures, transit packaging, promotional Packaging, Very sensitive product packaging, sustainable packaging",Public Company,United States,Yardley,EST
2650,Crown Lift Trucks,2300,1500,Truck Transportation,"Forklifts, Lift Trucks, Material Handling, Supply Chain, Manufacturing, Warehouse Products, Fleet Management, Racking & Shelving",Privately Held,United States,New Bremen,EST
2660,CyberArk,430,2000,Computer Software,"Privileged Account Security, Advanced Threat Protection, Insider Threat Protection, Privileged Identity Management, Privileged Session Management, SSH Key Management, Highly Sensitive Information Management, Information Security Software, DevOps Security, DevSecOps, Cloud Security, Identity Security, Privileged Access Management",Public Company,United States,Newton,EST
2670,Cypress Semiconductor Corporation,2400,5400,Semiconductor Manufacturing,,Public Company,United States,San Jose,EST
2680,Cytel,200,1400,Pharmaceutical Manufacturing,"Adaptive Clinical Trials, Clinical Research Services, Trial Design and Analysis Software, Statistical Programming, Strategic Consulting, DMC Support, Program and Portfolio Optimization, Clinical Data Management, CV Outcomes Studies, Regulatory Submissions, Real World Analytics, HEOR, Bayesian Clinical Trials, FSP, Project Based Services, Advanced Analytics ",Privately Held,United States,Waltham,EST
2690,"DH Pace Company, Inc.",1200,2900,Building Materials,"Industrial, High Speed, & Specialty Doors, Loading Dock Equipment, Entry Doors & Automatic Doors, Electronic Security & Gate Systems, Residential Garage Doors & Operators, Preventive Maintenance Programs, Inspection & Testing Services, Doors, Docks, Commercial Sectional, Coiling and Sliding Doors",Privately Held,United States,Olathe,EST
2700,DRiV Incorporated,6000,31000,Automotive,"Replacement parts, Aftermarket",Public Company,United States,Northville,EST
2710,DTE Energy,10100,12000,Utilities,"Gas Distribution and Storage, Continuous Improvement, Unconventional Gas, Nuclear Generation, Merchant Operations, Biomass Generation, Six Sigma Blackbelt, Fossil or Coal Generation, Power Generation, Energy Trading, Mid-Stream Gas, Electric Utilities, Gas Utilities",Public Company,United States,Detroit,EST
2720,"Daiichi Sankyo, Inc.",8000,15000,Pharmaceuticals,"Daiichi Sankyo, Inc. is a member of the Daiichi Sankyo group of companies and is focused on the development of oncology therapies and specialty medicines., Oncology, Specialty Medicine",Public Company,United States,Basking Ridge,EST
2730,Daktronics,500,2300,Manufacturing,"Large Screen LED Video Systems, LED Message Displays, LED Digital Billboards, Scoreboards & Timing Systems, Out of Home Advertising, Digital Signage, Dynamic Message Signs, Architectural Lighting, Intelligent Transporation Systems, Mobile and Modular LED Systems",Public Company,United States,Brookings,EST
2740,Dar Al Shifa Hospital,400,2100,Hospital & Health Care,"Healthcare -, Anesthesia & Intensive care, Cardiology, Dermatology & Cosmetics, Ear, Nose & Throat (ENT), Obstetrics & Gynecology, Reproductive Medicine, Pediatrics, Plastic surgery, Urology & Male Reproduction, Ophthalmology, Pain Management",Privately Held,Kuwait,"Hawalli,",AST
2750,Dawlance,700,2200,Manufacturing,,Privately Held,Pakistan,Karachi,Asia/Karachi
2760,Dawn Foods Global,1300,3500,Food Production,"Bakery Ingredients/ Products/ Service, Bakery Product Distribution, Bakery Product Manufacturing, Supermarket / In-store Bakeries, Artisanal Bakeries, Foodservice, Bakery Manufacturers",Privately Held,United States,Jackson,EST
2770,Day & Zimmermann,2800,23000,Construction,"Construction, Engineering, Staffing, Security, Defense, Operations & Maintenance",Privately Held,United States,Philadelphia,EST
2780,Dealertrack,1200,5000,Software Development,"Automotive, Technology, Lender Solutions, Dealer Solutions, F&I, Registration and Title, Titling, eContracting, Digital Contracting, Compliance, Remote Signing",Privately Held,United States,North Hills,EST
2790,"Delek US Holdings, Inc.",9000,1300,Oil and Gas,"Petroleum Refining, Wholesale Gas Marketing & Supply, Pipeline, energy, retail, oil & gas, downstream energy, logistics, asphalt, midstream energy, crude oil, refining, petroleum, renewable fuels, convenience stores",Public Company,United States,Brentwood,EST
2800,Dentsply Sirona,3900,15000,Medical Equipment Manufacturing,"Preventive, Restorative, Orthodontics, Prosthetics, Endodontics, Implants, Healthcare, Imaging, Instruments, CAD/CAM",Public Company,United States,Charlotte,EST
2810,Devon Energy,5700,1400,Oil and Gas,"Oil, Natural Gas, Natural Gas Liquids, Energy, Exploration, Production, Data Science, Technology, Health & Safety, Geology, Geophysics, Engineering, Petroleum Engineering, Accounting, Finance, Geoscience, IT, Project Management, Reservoir Engineering, Analytics, Accounting, Intelligent Automation, Artificial Intelligence, Robotic Process Automation",Public Company,United States,Oklahoma City,EST
2820,Discount Tire,5200,26620,Automotive,"Automotive Tires, Automotive Wheels",Privately Held,United States,Scottsdale,EST
2830,Ditch Witch,900,1500,Machinery,"Directional Drills, Trenchers, Vacuum Excavation, HDD Tooling, Mini Skid Steers",Public Company,United States,Perry,EST
2840,Dolby Laboratories,1200,2000,Computers and Electronics Manufacturing,"Audio, Video, Entertainment, Internet, Broadcast, Cinema, PC, Software, Hardware, Mobile, Voice, 3D, Film",Public Company,United States,San Francisco,EST
2850,Dolphin Energy,1900,1000,Oil & Energy,,Privately Held,United Arab Emirates,Abu Dhabi,GST
2860,Donnelley Financial Solutions (DFIN),1000,2400,Financial Services,"SEC Regulation, Government Reporting, Risk & Compliance, Digital Software, SaaS, Cybersecurity, Technology, Fintech, Financial Solutions, IPO, M&A, Proxy, Global Filings, GDPR, ESG, Capital Markets, Investment Markets, E-Delivery, Blockchain, Data Management",Public Company,United States,Chicago,EST
2870,Dorman Products,1500,3100,Motor Vehicle Manufacturing,"Direct-replacement automotive and heavy duty parts, Re-engineered parts designed to eliminate original failure modes, Supply Chain, Distribution, Manufacturing",Public Company,United States,Colmar,EST
2880,Dover Corporation,6900,24000,Machinery Manufacturing,"Fluids, Engineered Systems, Refrigeration & Food Equipment",Public Company,United States,Downers Grove,EST
2890,Dragon Oil,1200,1800,Oil and Gas,"oil and gas exploration, development and production, Energy, Petroleum, People, HSE, sustanability",Public Company,United Arab Emirates,Dubai,GST
2900,Drake University,400,1200,Higher Education,Higher education,Educational Institution,United States,Des Moines,EST
2910,Drury Hotels,1200,1500,Hospitality,"Careers, Meetings, Events, Groups, Tours, Business Travel, Legacy, Hospitality, Customer Service, Family Owned, Hotel, Quality, Service, Profitability, Teamwork, Culture, Travel, Awards, Rewards, Loyalty, resort",Privately Held,United States,St Louis,EST
2920,Duquesne Light Company,900,1400,Utilities,"Providing a safe, reliable and affordable supply of energy and tools to homes, businesses and communities. Duquesne Light puts more information in the hands of our customers, allowing them to make more informed decisions about their energy consumption.",Privately Held,United States,Pittsburgh,EST
2930,Dynatrace,800,2800,Software Development,"APM, DevOps, Full Stack, SaaS, Artificial Intelligence, Enterprise Cloud, Observability",Public Company,United States,Waltham,EST
2940,E. & J. Gallo Winery,5000,6400,Beverage Manufacturing,,Privately Held,United States,Modesto,EST
2960,EIS,700,1400,Wholesale,,Public Company,United States,Atlanta,EST
2970,EMC,29000,40000,IT Services and IT Consulting,,,United States,Hopkinton,EST
2980,EMD Electronics,2300,1200,Chemical Manufacturing,"Electronics, Technology & Science, Chemicals, Semiconductors, Liquid Crystals, OLEDs, Cosmetics, Pigments & Coatings, Specialty Gases, Material Handling, Safety, Metal Film Precursors, Ultra-Thin Dielectric Precursors, Formulated Cleans, Etching Products, Doping, Chemical Mechanical Planarization (CMP), Deposition, Planarization, R&D, Conductive Pastes , Semiconductor Packaging, Displays",Public Company,United States,Tempe,EST
2990,"EMD Serono, Inc.",1500,1600,Biotechnology,metabolic endocrinology,Privately Held,United States,Rockland,EST
3000,EMKE Group,2500,32000,Retail,,Privately Held,United Arab Emirates,Abu Dhabi,GST
3010,ENOC,15000,5700,Oil & Energy,"Gas, Oil, Retail, Terminals, Jet Fuel, Exploration and Production, Supply Trading and Processing",Government Agency,United Arab Emirates,Dubai,GST
3020,EPAM Anywhere,2200,18000,IT Services and IT Consulting,"Software & Platform Engineering, Agility, Product Development, IoT, Next-Gen Architecture, Application & Cloud Management, Big Data & Analytics, Consulting Services, Digital Engagement, Mobility, Strategy & Experience",Public Company,United States,Newtown,EST
3030,ESI an MKS Brand,500,2200,Machinery Manufacturing,"Laser-based manufacturing solutions, component test & inspection, interconnect solutions, microfabrication, PCB Drilling",Public Company,United States,Portland,EST
3040,EY-Parthenon,1200,3500,Business Consulting and Services,,Privately Held,United States,Boston,EST
3050,East Carolina University,900,4800,Higher Education,"Arts and Sciences, Business, Education, Fine Arts and Communication, Art and Design, Music, Theater and Dance, Communication, Health and Human Performance, Human Ecology, Computer Science, Nursing, Medicine, Dental Medicine, Athletics",Educational,United States,Greenville,EST
3070,Eastman Kodak Company,1100,5000,Manufacturing,"Motion Picture Film, Commercial Printing, Chemical Manufacturing, Industrial Coating",Public Company,United States,Rochester,EST
3080,Ebix,580,2000,Computer Software,"Agency/Broker Systems, Insurance Carrier Systems, Insurance Certificate Management (Certificate Tracking and Issuance), Life and Annuity, Risk Management, Custom Software Development, Contact Center Services, CRM, Remittance, Financial Technology, FOREX, Travel Exchanges, E-Learning",Public Company,United States,Johns Creek,EST
3090,Edgewell Personal Care,2100,6000,Manufacturing,"Shaving, Sun Care, Feminine Care, Infant Care, Skin Care, Grooming, Men's Skincare, Shave Prep, Personal Care",Public Company,United States,Shelton,EST
3100,Eisai US,800,5000,Pharmaceutical Manufacturing,"Neurology, Gastroenterology, Alzheimer's disease, Oncology, Epilepsy, Insomnia, Metastatic breast cancer, renal cell carcinoma, hepatocellular carcinoma, dementia, endometrial cancer",Public Company,United States,Nutley,EST
3110,Elbit Systems of America,3500,3000,Defense and Space Manufacturing,"Defense Electronics, Homeland Security, Commercial Aviation, Medical Instrumentation, Unmanned Aircraft Systems",Public Company,United States,Fort Worth,EST
3120,Ellucian,780,1600,Higher Education,"Higher Education Software & Services, Student Information System, Higher Education ERP, Mobile Campus, Recruitment & Enrollment Management Software, Student Retention, Cloud Services, Talent management system, Document Management Software, Workflow Software, Digital Transformation, SaaS",Privately Held,United States,Reston,EST
3130,Elm Company,500,800,Information Technology & Services,"Secure e-Services, IT Services and Solutions, Government Process Optimization Outsourcing GPOO, Training Solutions and Consultations",Privately Held,Saudi Arabia,Riyadh,AST
3140,EmCare,2200,13000,Hospitals and Health Care,"emergency physician services, solutions for hospitals, inpatient physician services, inpatient radiology management programs, anesthesiology services, acute care surgery",Public Company,United States,Dallas,EST
3150,Emaar,8000,20000,Real Estate,"Lifestyle Development, Hospitality, Malls, Commercial Leasing, Entertainment, Property Development",Public Company,United Arab Emirates,Dubai,GST
3160,Emergent BioSolutions,1500,2200,Biotechnology,"Manufacturing, Partnering, M&A, Devices Development, Vaccine Development, Therapeutics Development, Contract Development and Manufacturing",Public Company,United States,Gaithersburg,EST
3170,Emirates Global Aluminium (EGA​),4000,7000,Manufacturing,Primary aluminium production and investments in bauxite mining and alumina refining projects,Privately Held,United Arab Emirates,Dubai,GST
3180,EnerSys,2400,9000,"Appliances, Electrical, and Electronics Manufacturing","stored energy solutions, battery and back up power, energy systems, chargers and power electronics, aerospace and defence, industrial UPS, telecom, broadband and wireless, material handling, transportation, rail, data center, 5g, material handling, renewable energy, utilities",Public Company,United States,Reading,EST
3190,EnergySolutions,800,2500,Environmental Services,"Nuclear Waste Treatment, Processing, Decommissioning, Remediation, Nuclear Fuel Management, Engineering, Nuclear Technology, Transportation/Logistics, Nuclear Disposal",Privately Held,United States,Salt Lake City,EST
3200,Englewood Hospital,1100,3400,Hospital & Health Care,,Nonprofit,United States,Englewood,EST
3210,Engro Corp,3400,3200,Chemical Manufacturing,"food & agriculture, petrochemicals, energy & related infrastructure, telecommunication infrastructure",Public Company,Pakistan,Karachi,PKT
3220,Entegris,1500,5200,Semiconductor Manufacturing,"Efficiency. Materials. Interfacial Science. Microelectronics., Specialty Chemicals, Advanced Materials, Microelectronics, Life Sciences, Semiconductor Manufacturing, Gas Purification & Filtration, Microcontamination, Chemical Manufacturing, Advanced Coatings, 3D NAND, Advanced Lithography, EUV Lithography, Clean Chemical Delivery, Automotive Reliability, Bioprocessing, Contamination Control, Fluid Management, Substrate Handling",Public Company,United States,Billerica,EST
3230,Envision Healthcare,7000,46000,Hospital & Health Care,"emergency medical services, solutions for hospitals, physician services, ambulance services, Post-acute care services",Privately Held,United States,Nashville,EST
3240,Epson America Inc.,3100,13000,Computers and Electronics Manufacturing,,Privately Held,United States,Los Alamitos,EST
3250,Erie Insurance Group,6500,5400,Insurance,"Auto Insurance, Home Insurance, Business Insurance, Life Insurance",Public Company,United States,Erie,EST
3260,Esprit,600,2300,Retail Apparel and Fashion,"Fashion, Lifestyle, Design, Accessories, Trends, Mode, Bekleidung, Textil, Einzelhandel, Wholesale, Retail, Licensing, Omnichannel",Public Company,United States,New York,EST
3270,Evertec,500,2300,IT Services and IT Consulting,"Financial Item Processing, Systems Development and Maintenance, Technology, merchant acquiring, payment processing, business solutions",Public Company,United States,San Juan,EST
3280,Evoke Technologies,300,400,Information Technology & Services,"Bonita BPM, Cloud Infra & Application, Java Services, Microsoft Solutions, Mobile App Development, Pega, RPA, ServiceNow, UI/UX Design, Big Data Analytics, BI & Data Warehousing, Data Science & AI, Microsoft Dynamics, Oracle E-Business Suite, Oracle ERP Cloud, Oracle CX, Salesforce, Core Testing, Security Assessment, Data Assurance, Digital Testing, Test Consulting, and Testing Specialized, SAP, ServiceNow, Mendix, Pega, OutSystems, Dynamics 365",Privately Held,United States,Dayton,EST
3290,Evoqua Water Technologies,1200,4000,Environmental Services,,Public Company,United States,Pittsburgh,EST
3300,Expro,2200,4500,Oil and Gas,"Drill Stem Testing, Fluids, Meters, Pipeline & Flarestack, PowerChokes, Production, SafeWells, Subsea, Tubing Conveyed Perforating, Well Intervention, Well Testing, Wireless Well Solutions, Well Integrity , CoilHose, Annulus Intervention ",Privately Held,United States,Houston,EST
3310,FFF Enterprises,500,1200,Pharmaceuticals,"MyFluVaccine, BioSupply, Immune Globulin, Albumin, Coagulation Factor, Adult Vaccines, Pediatric Vaccines, Influenza Vaccines, Pharmaceuticals, Controlled Substances, Hyperimmune Globulins, Plasma, Vaccines",Privately Held,United States,Temecula,EST
3320,FMC Technologies,5000,17000,Oil and Gas,"Oil and gas production and processing systems, Surface wellhead, Subsea, Fluid control, Completion services, Loading systems, ROV, Well Intervention, Measurement Systems, High Pressure High Temperature",Public Company,United States,Houston,EST
3330,Farm Credit Mid-America,800,1200,Financial Services,"Country Home Loans, Crop Insurance, Loans, Leases",Privately Held,United States,Jeffersontown,EST
3340,Farm Credit Services of America,2200,1500,Financial Services,"Farm Credit, Farm Finance, Crop insurance, Technology, Mortgages, Agriculture, Innovation, lending, Credit, banking",Privately Held,United States,Omaha,EST
3350,Federal-Mogul Motorparts,7000,55000,Motor Vehicle Manufacturing,"Aftermarket Automotive Parts, Original Equipment Automotive Parts, Branding, Marketing, Advertising, Design, Engineering, Manufacturing, Supply Chain Management, Automotive Service Technician Training",Privately Held,United States,Southfield,EST
3360,Federal-Mogul Powertrain,7200,55000,Motor Vehicle Manufacturing,"Power Cylinder Components, Thermal and Abrasion Protective Sleeves, Valvetrain Components, Engine Bearings, Engine Seals and Gaskets, Vehicle and Industrial Ignition",Privately Held,United States,Northville,EST
3370,Ferrara,2800,4500,Consumer Goods,"Confectionery Manufacturing, Co-Manufacturing, Private Label, Food Manufacturing",Privately Held,United States,Chicago,EST
3380,Fidelis Care,2400,4000,Hospitals and Health Care,"Medicaid Managed Care, NY State of Health Metal-Level Products, Medicare Advantage, Child Health Plus, Managed Long Term Care, Medicaid Advantage Plus",Public Company,United States,Rego Park,EST
3390,First United Bank,500,2200,Financial Services,"Personal Banking, Personal Loans, Business Banking, Auto Loans, Mortgage Lending, Home Equity Loans, Wealth Management, Lines of Credit, Credit Cards, Certificates of Deposit, Personal Insurance, Business Insurance, Builder Financing, SBA Loans, Agriculture Loans",Privately Held,United States,Durant,EST
3400,FirstEnergy,14000,12000,Utilities,"Energy, Electricity",Public Company,United States,Akron,EST
3410,Fitch Ratings,1400,3500,Financial Services,credit ratings,Privately Held,United States,New York,EST
3420,FlightSafety International,800,4200,Airlines and Aviation,"Commercial & Military Aviation Simulation, Visual Systems, Business & Regional Pilot Training, Aviation Maintenance Training, Corporate & Commercial Flight Attendant Training, FAA Dispatch Training, Corporate Scheduler Training",Privately Held,United States,Columbus,EST
3430,Flowers Foods & Subsidiaries,4000,9200,Food Production,"Bakery, DSD, Warehouse Delivery, Product Innovation, Technology",Public Company,United States,Thomasville,EST
3440,Foundation Building Materials,2200,3100,Wholesale Building Materials,"Building Materials, Drywall, Steel Studs, Acoustical Ceilings, Insulation, Tools and Fasteners, Stucco, Lath and Plaster, Insulation, Wallboard, Fiberglass Reinforced Plastic, Exterior Insulation and Finish System, Logistics, Delivery, Building Materials, Construction, Building Supply",Public Company,United States,Santa Ana,EST
3450,"Franciscan Alliance, Inc.",4200,18000,Hospitals and Health Care,"Health care, Heart, Cancer, Women and Children, Weightloss, Orthopedics, Rehab Services, Joint and Knee Replacement",Nonprofit,United States,Mishawaka,EST
3460,Franciscan Health,3200,18000,Hospitals and Health Care,"hospital, physician offices, cardiology, vascular care, cancer treatment, orthopedics, labor and delivery, neurosurgery, healthcare, primary care, neurology, imaging, lab",Nonprofit,United States,Mishawaka,EST
3470,Franciscan St. Francis Health,900,2300,Hospitals and Health Care,"health care, hospital, physicians, cardiac care, joint replacement, oncology, maternity, bariatric surgery, imaging, orthopedics",Nonprofit,United States,Indianapolis,EST
3480,Freeman Company,320,1500,Events Services,"Audio Visual Solutions, Experiential Design, Exhibit Fabrication and Management, Exhibitor Services, Digital Services, Creative, Corporate Events, Meeting Planning, Event Specialists, Professional Services, Event Solutions, Event Marketing, Meetings and Events, Creative Agency",Privately Held,United States,Dallas,EST
3490,Fuchs Lubricants Co.,500,1400,Chemical Manufacturing,"industrial lubricants, greases, cutting fluids, metalworking fluids, coolants, mining, specialty lubricants, automotive, lubricating greases, Services, wind power, forging, Gear lubrication, construction, Cement, Sugar, metal processing, Food and Beverage, Rail, E-mobility",Public Company,United States,Harvey,EST
3500,Fujitsu Network Communications,1100,2000,Telecommunications,"Communications Network Solutions, Telecommunications, Network Services",Public Company,United States,Richardson,EST
3510,Fusion BPO Services,200,3000,Outsourcing/Offshoring,"Customer Services, Collection Services, Chat Support, Email Support, Back Office",Privately Held,United States,Canton,EST
3520,Fusion CX,500,3000,Outsourcing and Offshoring Consulting,"BPM Solutions, CX Management, Artificial Intelligence, Cognitive Automation, Digital Transformation, Social Analytics, Quality Assurance, Business Process Management, Data Annotation Services, Call Center, Business Process Outsourcing, Debt Collection Services, Tech Support, App Support Call Center, ECommerce Support, Industry specific BPO Services, BPO Services",Privately Held,United States,Canton,EST
3530,GE Hitachi Nuclear Energy,2900,2200,Utilities,,Public Company,United States,Wilmington,EST
3540,GMG,600,1400,Retail,"Sports, EverydayGoods, Health, Beauty, Logistics, Education, Properties, Wellbeing",Privately Held,United Arab Emirates,Dubai,GST
3550,"GOJO, Makers of PURELL",900,1500,Manufacturing,"Skin Care, Hand Sanitizing, Hand Hygiene, Hand Washing, Surface Disinfection, Surface Sanitation, Surface Cleaning, Infection Prevention, Infection Control, Health, Wellbeing, Skin Health, Dispensing Solutions, Innovative Technology, Formulation, Sustainability, Environmental Sustainability",Privately Held,United States,Akron,EST
3560,"GSPANN Technologies, Inc",320,1500,IT Services and IT Consulting,"Enterprise Content Mgmt, Information Mgmt (BI and DW), Web Strategy and Solution, QA Automation, Creative and Design Mgmt, Interactive Marketing solutions, Content Authoring and Migration, 24 X 7 Application Support, Mobile App Development, Omni Channel Strategy",Privately Held,United States,Milpitas,EST
3570,GWC | Official,500,250,Transportation/Trucking/Railroad,"GWC Contract Logistics, GWC Hazmat, GWC Forwarding, GWC Projects, GWC Records, GWC Transport, GWC Relocations, GWC Fine Art, GWC Sports, GWC Equestrian, GWC Consulting / Real Estate, GWC Express UPS, GWC Pharma, Logistics, Supply Chain, Warehouses",Public Company,Qatar,Doha,Asia/Qatar
3580,Gainwell Technologies,1300,6500,IT Services and IT Consulting,,Privately Held,United States,United States,EST
3590,Gallaudet University,200,1200,Higher Education,"Deaf Education, Linguistics, Deaf Studies, Audiology, Signing Ecosystem",Educational Institution,United States,Washington,EST
3600,Gates Corporation,3200,14000,Automation Machinery Manufacturing,"Automotive aftermarket belts and hoses, Hydraulic assemblies, Industrial hose systems, Synchronous belt drives, V-belts",Public Company,United States,Denver,EST
3610,Generac Power Systems,3200,6200,"Appliances, Electrical, and Electronics Manufacturing","Power Generation, Generators, Engines, Pressure Washers, Industrial Solutions, Energy Storage Solutions, Back up Power, Mobile Products, Inverters, Portable Power, Power Tools",Public Company,United States,Waukesha,EST
3620,General Dynamics Land Systems,8300,12500,Defense & Space,"Military systems, military innovations, armored vehicles, military vehicles, army vehicles, 3d printing, weapon systems, electronic architecture",Public Company,United States,Sterling Heights,EST
3630,General Dynamics NASSCO,2100,3000,Shipbuilding,"Navy Shipbuilding, Commercial Shipbuilding, Navy Ship Repair",Public Company,United States,San Diego,EST
3640,Genesis Rehab Services,900,22000,Hospitals and Health Care,"Physical Therapy, Occupational Therapy, Speech Therapy, Respiratory Therapy, Health and Wellness",Public Company,United States,Kennett Square,EST
3650,Gentherm,1000,10000,Motor Vehicle Manufacturing,"Heated/Cooled/Ventilated Seats (automotive), Heated Steering Wheels, Heated/Cooled Cupholders, Thermal Storage (bin), Cables, Fans/Blowers, Thermal Comfort Products Non-Automotive Applications, Medical, Electronic Components",Public Company,United States,Northville,EST
3660,Georgia Pacific,20000,35000,Paper and Forest Product Manufacturing,,Privately Held,United States,Atlanta,EST
3670,Gerdau North America,4300,14000,Mining,,Privately Held,United States,Tampa,EST
3680,Gexpro,2500,2300,"Appliances, Electrical, and Electronics Manufacturing","Electrical, supplies, Supply, Chain, Hardware, Wire, Conduit, Lighting, Lamps, Distribution, Fasteners, Lean, Energy Storage",Public Company,United States,Shelton,EST
3690,Glanbia Performance Nutrition (GPN),3500,2200,Food and Beverage Services,"Consumer Goods, Sports Nutrition, Brand Management, R&D & Innnovation, Food, Beverage, Health, Wellness, Sales, Marketing, CPG, Dairy, Natural, Organic, Bars, Supplements, Nutrition, Sports, Manufacturing, ESG, D&I, Lifestyle, Weight Management, Energy, Performance Nutrition",Public Company,United States,Kilkenny,EST
